,Questions,Queries
1218,Nội dung của Hiệp ước Xô - Đức giữa năm 1927 và nước Cộng hòa Xô viết Ba-vi-e là gì?,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước Xô - Đức""
match (e)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(b) where b.name = ""năm 1927""
match (e)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(c) where c.name = ""nước Cộng hòa Xô viết Ba-vi-e""
match (e)-[:mo_ta]-(d) 
return d"
1219,Nội dung của Điều ước Tân Sửu giữa năm 1881 và phái chủ chiến là gì?,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Điều ước Tân Sửu""
match (e)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(b) where b.name = ""năm 1881""
match (e)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(c) where c.name = ""phái chủ chiến""
match (e)-[:mo_ta]-(d) 
return d"
1220,Nội dung của Hiệp định Giơnevơ giữa Tháng 6 - 1908 và Chính phủ kháng chiến Lào là gì?,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp định Giơnevơ""
match (e)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(b) where b.name = ""Tháng 6 - 1908""
match (e)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(c) where c.name = ""Chính phủ kháng chiến Lào""
match (e)-[:mo_ta]-(d) 
return d"
1221,Nội dung của Hiệp định Giơnevơ giữa Năm 603 và Đảng Lập hiến là gì?,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp định Giơnevơ""
match (e)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(b) where b.name = ""Năm 603""
match (e)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(c) where c.name = ""Đảng Lập hiến""
match (e)-[:mo_ta]-(d) 
return d"
1222,Nội dung của Hiệp ước Xô - Đức giữa ngày 1 - 5 và Vương triều Mô-gôn là gì?,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước Xô - Đức""
match (e)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(b) where b.name = ""ngày 1 - 5""
match (e)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(c) where c.name = ""Vương triều Mô-gôn""
match (e)-[:mo_ta]-(d) 
return d"
1223,Nội dung của Hiệp ước Xô - Đức giữa tháng 1 - 1961 và Ủy ban Khởi nghĩa toàn quốc là gì?,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước Xô - Đức""
match (e)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(b) where b.name = ""tháng 1 - 1961""
match (e)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(c) where c.name = ""Ủy ban Khởi nghĩa toàn quốc""
match (e)-[:mo_ta]-(d) 
return d"
1224,Nội dung của Hiệp định đình chiến giữa năm 1931 và nước Cộng hòa Xô viết Ba-vi-e là gì?,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp định đình chiến""
match (e)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(b) where b.name = ""năm 1931""
match (e)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(c) where c.name = ""nước Cộng hòa Xô viết Ba-vi-e""
match (e)-[:mo_ta]-(d) 
return d"
1225,Nội dung của Hòa ước Bret Litốp giữa Năm 1916 và Đảng Cộng sản Mã Lai là gì?,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hòa ước Bret Litốp""
match (e)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(b) where b.name = ""Năm 1916""
match (e)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(c) where c.name = ""Đảng Cộng sản Mã Lai""
match (e)-[:mo_ta]-(d) 
return d"
1226,trận Ấp Bắc do ai lãnh đạo,"match (e:Event)-[:ten_goi]-(a) where a.name = ""trận Ấp Bắc""
match (e)-[:doi_tuong_lanh_dao]-(b) 
return b"
1227,Chiến tranh Bắc phạt do ai lãnh đạo,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Chiến tranh Bắc phạt""
match (e)-[:doi_tuong_lanh_dao]-(b) 
return b"
1228,cuộc khởi nghĩa Hùng Lĩnh,"match (e:Event)-[:ten_goi]-(a) where a.name = ""cuộc khởi nghĩa Hùng Lĩnh""
match (e)-[:SubEvent|mo_ta]->(e1)
match path=(e1)-[:(NextEvent|Causal|Result|SubEvent)*]-()
with nodes(path) as l
match path = (x)-[*0..1]-(y:Entity) where x in l
return path"
1229,khởi nghĩa Mai Thúc Loan,"match (e:Event)-[:ten_goi]-(a) where a.name = ""khởi nghĩa Mai Thúc Loan""
match (e)-[:SubEvent|mo_ta]->(e1)
match path=(e1)-[:(NextEvent|Causal|Result|SubEvent)*]-()
with nodes(path) as l
match path = (x)-[*0..1]-(y:Entity) where x in l
return path"
1230,NGUYÊN NHÂN DIỄN RA Cách mạng Tân Hợi,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Cách mạng Tân Hợi""
match (e)-[:Causal|nguyen_nhan|boi_canh]->(e1)
match path=(e1)-[:(Causal|NextEvent)*0..]-(b) where (b)<-[:Causal*0..]-() and (b)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
1231,NGUYÊN NHÂN DIỄN RA Nghĩa Hòa đoàn,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Nghĩa Hòa đoàn""
match (e)-[:Causal|nguyen_nhan|boi_canh]->(e1)
match path=(e1)-[:(Causal|NextEvent)*0..]-(b) where (b)<-[:Causal*0..]-() and (b)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
1232,NGUYÊN NHÂN DIỄN RA trận Oa-téc-lô,"match (e:Event)-[:ten_goi]-(a) where a.name = ""trận Oa-téc-lô""
match (e)-[:Causal|nguyen_nhan|boi_canh]->(e1)
match path=(e1)-[:(Causal|NextEvent)*0..]-(b) where (b)<-[:Causal*0..]-() and (b)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
1233,NGUYÊN NHÂN DIỄN RA cách mạng tư sản Anh,"match (e:Event)-[:ten_goi]-(a) where a.name = ""cách mạng tư sản Anh""
match (e)-[:Causal|nguyen_nhan|boi_canh]->(e1)
match path=(e1)-[:(Causal|NextEvent)*0..]-(b) where (b)<-[:Causal*0..]-() and (b)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
1234,Đại hội Xô viết toàn Nga lần Thứ hai diễn ra vào thời gian nào?,"match (e:DienRaCuocHop)-[:ten_goi]-(a) where a.name = ""Đại hội Xô viết toàn Nga lần Thứ hai""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b)
return b"
1235,Hội nghị Ianta diễn ra vào thời gian nào?,"match (e:DienRaCuocHop)-[:ten_goi]-(a) where a.name = ""Hội nghị Ianta""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b)
return b"
1236,hội nghị hòa bình diễn ra vào thời gian nào?,"match (e:DienRaCuocHop)-[:ten_goi]-(a) where a.name = ""hội nghị hòa bình""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b)
return b"
1237,Hội nghị I-an-ta diễn ra vào thời gian nào?,"match (e:DienRaCuocHop)-[:ten_goi]-(a) where a.name = ""Hội nghị I-an-ta""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b)
return b"
1238,Đại hội lần thứ XIII diễn ra vào thời gian nào?,"match (e:DienRaCuocHop)-[:ten_goi]-(a) where a.name = ""Đại hội lần thứ XIII""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b)
return b"
1239,Đảng diễn ra vào thời gian nào?,"match (e:DienRaCuocHop)-[:ten_goi]-(a) where a.name = ""Đảng""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b)
return b"
1240,Quốc dân đại hội Tân Trào diễn ra vào thời gian nào?,"match (e:DienRaCuocHop)-[:ten_goi]-(a) where a.name = ""Quốc dân đại hội Tân Trào""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b)
return b"
1241,cuộc nội chiến Mĩ do ai lãnh đạo?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""cuộc nội chiến Mĩ"" 
match (e)-[:doi_tuong_lanh_dao]-(b)
return b"
1242,Cách mạng tư sản Anh do ai lãnh đạo?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Cách mạng tư sản Anh"" 
match (e)-[:doi_tuong_lanh_dao]-(b)
return b"
1243,Lý được hình thành như thế nào?,"match (e:Event)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Lý""
match path=(e)-[*0..1]-(y:Entity)
return path"
1244,Quốc hội lập hiến được hình thành như thế nào?,"match (e:Event)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Quốc hội lập hiến""
match path=(e)-[*0..1]-(y:Entity)
return path"
1245,nhà Tống được hình thành như thế nào?,"match (e:Event)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""nhà Tống""
match path=(e)-[*0..1]-(y:Entity)
return path"
1246,Đảng In-đô-nê-xi-a được hình thành như thế nào?,"match (e:Event)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Đảng In-đô-nê-xi-a""
match path=(e)-[*0..1]-(y:Entity)
return path"
1247,Cuộc Tiến công chiến lược diễn ra ở đâu?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Cuộc Tiến công chiến lược""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
1248,Trận Ngọc Hồi - Đống Đa diễn ra ở đâu?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Trận Ngọc Hồi - Đống Đa""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
1249,khởi nghĩa Đinh Kiến diễn ra ở đâu?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""khởi nghĩa Đinh Kiến""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
1250,Nguyên nhân của Chiến thắng Vạn Tường là gì?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Chiến thắng Vạn Tường""
match (e)-[:Causal|nguyen_nhan|boi_canh]->(e1)
match path=(e1)-[:(Causal|NextEvent)*0..]-(b) where (b)<-[:Causal*0..]-() and (b)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
1251,Nguyên nhân của chiến dịch Biên giới là gì?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""chiến dịch Biên giới""
match (e)-[:Causal|nguyen_nhan|boi_canh]->(e1)
match path=(e1)-[:(Causal|NextEvent)*0..]-(b) where (b)<-[:Causal*0..]-() and (b)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
1252,Nguyên nhân của phong trào Tây Sơn là gì?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""phong trào Tây Sơn""
match (e)-[:Causal|nguyen_nhan|boi_canh]->(e1)
match path=(e1)-[:(Causal|NextEvent)*0..]-(b) where (b)<-[:Causal*0..]-() and (b)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
1253,Nguyên nhân của cuộc khởi nghĩa Lam Sơn là gì?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""cuộc khởi nghĩa Lam Sơn""
match (e)-[:Causal|nguyen_nhan|boi_canh]->(e1)
match path=(e1)-[:(Causal|NextEvent)*0..]-(b) where (b)<-[:Causal*0..]-() and (b)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
1254,Cầu Giấy lần thứ hai diễn ra ở đâu?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Cầu Giấy lần thứ hai""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
1255,trận Rạch Gầm - Xoài Mút diễn ra ở đâu?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""trận Rạch Gầm - Xoài Mút""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
1256,cách mạng tư sản Hà Lan diễn ra ở đâu?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""cách mạng tư sản Hà Lan""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
1257,Ý nghĩa của Hiệp định Giơnevơ,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp định Giơnevơ""
match (e)-[:y_nghia]-(b)
return b"
1258,Ý nghĩa của Hiệp ước Nhâm Tuất,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước Nhâm Tuất""
match (e)-[:y_nghia]-(b)
return b"
1259,Ý nghĩa của Hiệp ước Tam cường,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước Tam cường""
match (e)-[:y_nghia]-(b)
return b"
1260,Ý nghĩa của Hiệp định đình chiến,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp định đình chiến""
match (e)-[:y_nghia]-(b)
return b"
1261,Ý nghĩa của Hiệp ước 1893,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước 1893""
match (e)-[:y_nghia]-(b)
return b"
1262,Ý nghĩa của Điều ước Tân Sửu,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Điều ước Tân Sửu""
match (e)-[:y_nghia]-(b)
return b"
1263,Ý nghĩa của Hòa ước Bret Litốp,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hòa ước Bret Litốp""
match (e)-[:y_nghia]-(b)
return b"
1264,khởi nghĩa Ba Đình do ai lãnh đạo?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""khởi nghĩa Ba Đình""
match (e)-[:doi_tuong_lanh_dao]-(b)
return b"
1265,trận Rạch Gầm - Xoài Mút do ai lãnh đạo?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""trận Rạch Gầm - Xoài Mút""
match (e)-[:doi_tuong_lanh_dao]-(b)
return b"
1266,"Vào năm 939, Quảng Châu bị xâm chiếm bởii quốc gia nào?","match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""năm 939""
match (e)-[:doi_tuong_bi_chiem]-(b) where b.name = ""Quảng Châu""
match (e)-[:doi_tuong_xam_chiem|doi_tuong_chiem]-(c)
return c"
1267,"Vào năm 1898, Nam Định bị xâm chiếm bởii quốc gia nào?","match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""năm 1898""
match (e)-[:doi_tuong_bi_chiem]-(b) where b.name = ""Nam Định""
match (e)-[:doi_tuong_xam_chiem|doi_tuong_chiem]-(c)
return c"
1268,"Vào Tháng 6 - 1898, Ô-đét-xa bị xâm chiếm bởii quốc gia nào?","match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""Tháng 6 - 1898""
match (e)-[:doi_tuong_bi_chiem]-(b) where b.name = ""Ô-đét-xa""
match (e)-[:doi_tuong_xam_chiem|doi_tuong_chiem]-(c)
return c"
1269,"Khi mới thành lập, Mặt trận Lào Ítxala gồm 4 nước Cộng hòa là","match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Mặt trận Lào Ítxala""
match (e)-[:thanh_lap_boi]-(b)
return b"
1270,"Khi mới thành lập, Triều đình Huế gồm 4 nước Cộng hòa là","match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Triều đình Huế""
match (e)-[:thanh_lap_boi]-(b)
return b"
1271,Girôngđanh do ai sáng lập?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Girôngđanh""
match (e)-[:thanh_lap_boi]-(b)
return b"
1272,Đông Dương cộng sản đảng do ai sáng lập?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Đông Dương cộng sản đảng""
match (e)-[:thanh_lap_boi]-(b)
return b"
1273,Cách mạng Nga diễn ra ở đâu?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Cách mạng Nga""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
1274,vụ Xuy-đét diễn ra ở đâu?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""vụ Xuy-đét""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
1275,phân tích ý nghĩa của Chiến tranh Bắc phạt,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Chiến tranh Bắc phạt""
match (e)-[:y_nghia]-(b)
return b"
1276,phân tích ý nghĩa của trận Oa-téc-lô,"match (e:Event)-[:ten_goi]-(a) where a.name = ""trận Oa-téc-lô""
match (e)-[:y_nghia]-(b)
return b"
1277,Ý nghĩa của việc thành lập Vương triều Tây Ban Nha?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Vương triều Tây Ban Nha""
match (e)-[:y_nghia]-(b)
return b"
1278,Ý nghĩa của việc thành lập Mặt trận Lào Ítxala?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Mặt trận Lào Ítxala""
match (e)-[:y_nghia]-(b)
return b"
1279,Ý nghĩa của việc thành lập Đảng Cộng sản Việt Nam?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Đảng Cộng sản Việt Nam""
match (e)-[:y_nghia]-(b)
return b"
1280,Ý nghĩa của việc thành lập Tống?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Tống""
match (e)-[:y_nghia]-(b)
return b"
1281,Ý nghĩa của việc thành lập An Nam Cộng sản đảng?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""An Nam Cộng sản đảng""
match (e)-[:y_nghia]-(b)
return b"
1282,Ý nghĩa của việc thành lập Đảng Cộng sản Đông Dương?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Đảng Cộng sản Đông Dương""
match (e)-[:y_nghia]-(b)
return b"
1283,Ý nghĩa của việc thành lập triều đình?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""triều đình""
match (e)-[:y_nghia]-(b)
return b"
1284,Ý nghĩa của việc thành lập Tổng hội đồng kinh tế?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Tổng hội đồng kinh tế""
match (e)-[:y_nghia]-(b)
return b"
1285,Ý nghĩa của việc thành lập Hội những người lao động trí óc Đông Dương?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Hội những người lao động trí óc Đông Dương""
match (e)-[:y_nghia]-(b)
return b"
1286,Ý nghĩa của việc thành lập Liên bang Cộng hoà xã hội chủ nghĩa Xô viết?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Liên bang Cộng hoà xã hội chủ nghĩa Xô viết""
match (e)-[:y_nghia]-(b)
return b"
1287,Ý nghĩa của việc thành lập Chính phủ Trung Hoa Dân quốc?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Chính phủ Trung Hoa Dân quốc""
match (e)-[:y_nghia]-(b)
return b"
1288,Ý nghĩa của việc thành lập Chính phủ phản quốc?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Chính phủ phản quốc""
match (e)-[:y_nghia]-(b)
return b"
1289,Bối cảnh ra đời của 3 Triều đình Huế năm 939,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Triều đình Huế""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name  = ""năm 939""
match (e)-[:Causal|nguyen_nhan|boi_canh]->(e1)
match path=(e1)-[:(Causal|NextEvent)*0..]-(c) where (c)<-[:Causal*0..]-() and (c)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
1290,Bối cảnh ra đời của 3 chính quyền thực dân Anh ngày 4 - 9 - 1870,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""chính quyền thực dân Anh""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name  = ""ngày 4 - 9 - 1870""
match (e)-[:Causal|nguyen_nhan|boi_canh]->(e1)
match path=(e1)-[:(Causal|NextEvent)*0..]-(c) where (c)<-[:Causal*0..]-() and (c)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
1291,Bối cảnh ra đời của 3 triều đình Ngày 18 - 3 - 1970,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""triều đình""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name  = ""Ngày 18 - 3 - 1970""
match (e)-[:Causal|nguyen_nhan|boi_canh]->(e1)
match path=(e1)-[:(Causal|NextEvent)*0..]-(c) where (c)<-[:Causal*0..]-() and (c)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
1292,Bối cảnh ra đời của 3 Ủy ban Khởi nghĩa toàn quốc năm 25/10/1917,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Ủy ban Khởi nghĩa toàn quốc""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name  = ""năm 25/10/1917""
match (e)-[:Causal|nguyen_nhan|boi_canh]->(e1)
match path=(e1)-[:(Causal|NextEvent)*0..]-(c) where (c)<-[:Causal*0..]-() and (c)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
1293,Bối cảnh ra đời của 3 Phe Liên Minh năm 1926,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Phe Liên Minh""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name  = ""năm 1926""
match (e)-[:Causal|nguyen_nhan|boi_canh]->(e1)
match path=(e1)-[:(Causal|NextEvent)*0..]-(c) where (c)<-[:Causal*0..]-() and (c)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
1294,Bối cảnh ra đời của 3 chính quyền Ngô Đình Diệm giữa năm 1919,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""chính quyền Ngô Đình Diệm""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name  = ""giữa năm 1919""
match (e)-[:Causal|nguyen_nhan|boi_canh]->(e1)
match path=(e1)-[:(Causal|NextEvent)*0..]-(c) where (c)<-[:Causal*0..]-() and (c)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
1295,Bối cảnh ra đời của 3 Chính phủ Trung Hoa Dân quốc 18 - 12 - 1861,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Chính phủ Trung Hoa Dân quốc""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name  = ""18 - 12 - 1861""
match (e)-[:Causal|nguyen_nhan|boi_canh]->(e1)
match path=(e1)-[:(Causal|NextEvent)*0..]-(c) where (c)<-[:Causal*0..]-() and (c)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
